"language_name","简体中文"
"language_switch","切换语言"
"software_intro","软件介绍"
"software_license","软件许可协议"
"software_name","PHPB2B"
"install_step","安装步骤"
"upgrade_step","升级步骤"
"administrator","管理员"
"env_check","运行环境检测"
"perm_check","文件权限检测"
"db_setting","数据库及管理员设置"
"site_info_setting","填写网站基本信息"
"install_complete","安装完成"
"install_locked","您已经安装过PHPB2B，如果需要重新安装，请删除 ../data/install.lock 文件后<a href="javascript:window.location.reload()">刷新</a>该页面！"
"install_quide","安装向导"
"b2b_market_system","行业电子商务网站管理系统"
"official_site","官方网站"
"official_community","官方论坛"
"welcome_to_install","欢迎您使用"
"the_guide_to_install","本向导将指导您完成软件的正确安装。"
"to_install_please_attention","为了能够顺利完成安装，您需要将您的数据库设置提前准备好。如果您不知道您的数据库设置，请联系您的主机商，并要求他们提供给您相关信息，同时您的服务器必须要有如下配置："
"or_higher_version","或更高版本"
"or_higher","及以上"
"attention","注意:"
"mysql_only_suppport","目前仅支持Mysql数据库。"
"start_to_install","开始安装"
"go_back","返回上一步(P)"
"next_step","下一步(N)"
"check_go_next","检测通过，下一步(N)"
"agree_go_next","同意协议，下一步(N)"
"click_and_next","点击进入下一步(N)"
"check_project","检查项目"
"current_env","当前环境"
"suggest_env","建议环境"
"function_respond","功能影响"
"operation_system","操作系统"
"server","服务器"
"version","版本"
"information","信息"
"view_information","查看%s信息"
"open_fine","建议开启"
"extension","扩展"
"cant_install","无法安装"
"not_check_cant_install","检测不通过，无法继续安装"
"support","支持"
"gd_not_support","不支持缩略图和水印"
"low_words_convert","字符集转换效率低"
"distance_image_not_allowed","不支持保存远程图片"
"env_not_allowed","当前配置不满足安装需求，无法继续安装！"
"file_perm_result","目录文件属性检测结果"
"re_check","重新检测"
"maybe_wrong_but_go_on","安装后网站可能无法正常运行,是否继续?"
"strong_install","强制安装"
"input_db_info","填写数据库信息"
"db_host","数据库主机"
"db_username","数据库帐号"
"db_passwd","数据库密码"
"db_name","数据库名称"
"if_not_exist_then","如果不存在,则"
"create_new_db","新建"
"not_install","不安装"
"table_prefix","数据表前缀"
"if_multi_db","如果一个数据库安装多个应用程序,请修改表前缀,最好不要改动"
"input_admin_info","填写管理员信息"
"admin_name","管理员帐号"
"between_two_and_twenty","2到20个字符，不含非法字符！"
"set_default","默认为"
"password","密码"
"check_password","确认密码"
"between_three_and_twenty","3到20个字符"
"auth_key","通信密钥"
"auth_key_and_auto_create","网站通信密钥，若不填写则系统自动生成一个"
"db_error_and_back","数据库链接错误，请返回上一步重新配置"
"pls_input_site_info","请输入网站的基本资料"
"select_language","选择安装语言"
"simple_chinese","简体中文"
"if_want_to_change_language","如果你要修改网站语言,请在languages目录中添加相应语言包"
"a_new_b2b_site","友邻B2B行业电子商务网站管理系统"
"site_name","网站名称"
"for_site_name","用于网站中使用的名称"
"site_title","网站标题"
"a_new_b2b_title","友邻B2B行业电子商务网"
"show_on_the_title","显示在网站的标题栏以及网页的标题上"
"site_url","网站地址"
"pls_enter_site_url","请输入网站的访问URL，一般保持默认即可"
"demo_data","演示数据"
"import_demo_data","导入演示数据"
"for_new_users","用于新手和调试用户"
"start_install","安装"
"db_connect_error","数据库链接失败"
"install_success","安装成功"
"browse_site","网站前台"
"login_into_office","登录商务室"
"login_into_admin","进入%s"
